$,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,Unnamed: 0,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,genre
0.0,0.0,0.00990099009901,0.027027027027,0.0,0.0,0.0704225352113,0.115044247788,0.0,0.0,0.0526315789474,0.0726643598616,0.227777777778,0.0,0.0,0.0,,0.428571428571,0.0540540540541,0.319444444444,0.0,0.0,0.258064516129,0.0227272727273,0.0,0.858181818182,1.0,0.0169491525424,0.0833333333333,0.03125,0.222222222222,0.1,0.0,0.0,0.0,0.0625,5
0.0,0.04,0.039603960396,0.0540540540541,0.0,0.0,0.0140845070423,0.283185840708,0.1875,0.0,0.0526315789474,0.228373702422,0.316666666667,0.0,0.326086956522,0.0,,0.2,0.027027027027,0.0833333333333,0.0,0.0,0.0,0.0454545454545,0.0,0.162727272727,0.211538461538,0.389830508475,0.133333333333,0.0,0.0833333333333,0.0666666666667,0.0,0.0625,0.0,0.0625,1
0.0,0.2,0.217821782178,0.594594594595,0.0,0.0,0.0281690140845,0.106194690265,0.0,0.0,0.0526315789474,0.138408304498,0.127777777778,0.0,0.195652173913,0.0,,0.0380952380952,0.027027027027,0.0833333333333,0.0,0.0,0.0,0.0909090909091,0.0,0.598181818182,0.134615384615,0.0677966101695,0.05,0.21875,0.0740740740741,0.533333333333,0.0,0.0,0.0,0.0625,2
0.0,0.0,0.0594059405941,0.162162162162,0.0,0.0,0.169014084507,0.194690265487,0.0,0.0,0.0526315789474,0.18339100346,0.333333333333,0.5,0.130434782609,0.0,,0.190476190476,0.027027027027,0.111111111111,0.0,0.0,0.0,0.0227272727273,0.142857142857,0.140909090909,0.0961538461538,0.152542372881,0.266666666667,0.09375,0.166666666667,0.0666666666667,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0540540540541,0.0,0.0,0.0140845070423,0.00884955752212,0.0,0.0,0.0526315789474,0.124567474048,0.0888888888889,0.0,0.0,0.0,,0.00952380952381,0.027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.290909090909,0.0,0.101694915254,0.0666666666667,0.03125,0.0,0.0666666666667,0.0,0.0,0.0,0.0625,1
0.0,0.0,0.019801980198,0.0,0.0,0.0,0.0,0.185840707965,0.0,0.0,0.0526315789474,0.128027681661,0.183333333333,0.0,0.5,0.0,,0.0952380952381,0.108108108108,0.0694444444444,0.0,0.0,0.0,0.0227272727273,0.0,0.846363636364,0.0576923076923,0.0508474576271,0.1,0.0,0.444444444444,0.133333333333,0.0,0.0,0.0,0.0625,5
0.0,0.08,0.0,0.0540540540541,0.0,0.0,0.056338028169,0.185840707965,0.0,0.0,0.263157894737,0.124567474048,0.0833333333333,0.0,0.130434782609,0.0,,0.12380952381,0.0,0.263888888889,0.0,0.0,0.0,0.0227272727273,0.0,0.541818181818,0.288461538462,0.0508474576271,0.15,0.125,0.203703703704,0.0666666666667,0.0,0.0,0.0,0.0625,2
0.0,0.04,0.00990099009901,0.0540540540541,0.0,0.0,0.0985915492958,0.274336283186,0.0,0.0,0.0526315789474,0.145328719723,0.194444444444,0.0,0.0434782608696,0.0,,0.219047619048,0.027027027027,0.194444444444,0.0,0.0,0.0,0.136363636364,0.0,0.803636363636,0.269230769231,0.135593220339,0.116666666667,0.0625,0.194444444444,0.0333333333333,0.0,0.0,0.0,0.0625,4
0.0,0.12,0.00990099009901,0.0540540540541,0.0,0.0,0.0704225352113,0.115044247788,0.0,0.421052631579,0.0526315789474,0.121107266436,0.0944444444444,0.0,0.108695652174,0.0,,0.295238095238,0.027027027027,0.111111111111,0.0,0.0,0.0,0.0227272727273,0.0,0.978181818182,0.0961538461538,0.152542372881,0.0666666666667,0.0,0.388888888889,0.0666666666667,0.0,0.0,0.0,0.0,1
0.0,0.04,0.019801980198,0.0,0.0,0.0,0.0704225352113,0.0973451327434,0.0,0.0,0.0,0.110726643599,0.0666666666667,0.0,0.108695652174,0.0,,0.133333333333,0.027027027027,0.0972222222222,0.0,0.0,0.0,0.0227272727273,0.0,0.801818181818,0.0961538461538,0.101694915254,0.0166666666667,0.03125,0.12037037037,0.0666666666667,0.0,0.0,0.0,0.0625,4
0.0,0.04,0.039603960396,0.135135135135,0.0,0.0,0.0845070422535,0.327433628319,0.0,0.0,0.157894736842,0.249134948097,0.305555555556,0.0,0.304347826087,0.0,,0.352380952381,0.0810810810811,0.194444444444,0.0,0.0,0.0,0.0,0.0,0.930909090909,0.365384615385,0.254237288136,0.25,0.09375,0.296296296296,0.133333333333,0.0,0.0625,0.0,0.25,5
0.0,0.08,0.039603960396,0.108108108108,0.0,0.0,0.0704225352113,0.0619469026549,0.0,0.0,0.0526315789474,0.00692041522491,0.133333333333,0.0,0.326086956522,0.0,,0.0571428571429,0.0,0.0416666666667,0.0,0.0,0.0,0.0227272727273,0.0,0.208181818182,0.0,0.0338983050847,0.0666666666667,0.0,0.175925925926,0.0,0.0,0.0,0.0,0.0,2
0.0,0.08,0.00990099009901,0.0540540540541,0.0,0.0,0.0422535211268,0.12389380531,0.125,0.0,0.0526315789474,0.0968858131488,0.222222222222,0.0,0.586956521739,0.0,,0.0190476190476,0.027027027027,0.138888888889,0.0,0.0,0.0,0.0227272727273,0.0,0.21,0.115384615385,0.0338983050847,0.05,0.0,0.12037037037,0.0666666666667,0.0,0.0,0.0,0.0625,2
0.0,0.0,0.0,0.0540540540541,0.3,0.0,0.0422535211268,0.070796460177,0.0,0.0,0.0526315789474,0.083044982699,0.155555555556,0.0,0.0652173913043,0.0,,0.0571428571429,0.0,0.0833333333333,0.0,0.0,0.0,0.0227272727273,0.0,0.399090909091,0.0576923076923,0.0338983050847,0.0,0.03125,0.0833333333333,0.1,0.0,0.0,0.0,0.0625,0
0.0,0.28,0.158415841584,0.135135135135,0.0,0.0,0.0422535211268,0.221238938053,0.0,0.0,0.0526315789474,0.176470588235,0.533333333333,0.0,0.108695652174,0.0,,0.152380952381,0.027027027027,0.138888888889,0.0,0.0,0.0967741935484,0.0227272727273,0.0,0.340909090909,0.0961538461538,0.271186440678,0.133333333333,0.0,0.148148148148,0.0,0.0,0.0,0.0,0.0625,0
