w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38
-1.08780038357,0.123049505055,0.0655257701874,-0.553635895252,-0.260655403137,-0.770475566387,-0.377996623516,-0.304054230452,0.56207883358,0.0804302170873,-0.101676516235,0.504629969597,-0.164483010769,-1.08508872986,0.532905578613,-0.0369720309973,0.199884861708,-0.158588305116,-0.081480294466,-0.465692430735,0.554874062538,0.474266141653,0.3050365448,0.736351013184,0.626195907593,-0.207966566086,0.597256362438,0.686548292637,-0.75212854147,0.00414774753153,-0.287438124418,-0.161836281419,-0.0771943628788,-0.552758872509,0.154781773686,-0.163911506534,0.0730619430542,-0.00273552490398
-0.837579250336,0.0455213747919,0.0547062084079,-0.49398458004,-0.264684587717,-0.562127232552,-0.249658286572,-0.280208408833,0.387118250132,-0.0143548008054,-0.135832741857,0.477770745754,-0.210692897439,-0.913205981255,0.290724009275,-0.213586002588,0.0691376551986,-0.0931867882609,-0.115008018911,-0.400351107121,0.54283541441,0.218996405602,0.400713592768,0.600680589676,0.448418796062,-0.325216472149,0.409556955099,0.695480167866,-0.61791241169,0.110057666898,-0.14599506557,-0.157167568803,-0.151091217995,-0.409729540348,-0.076566234231,-0.198841482401,0.169474944472,-0.119220294058
-1.10095214844,-0.0100353984162,0.017939299345,-0.520453035831,-0.276308298111,-0.722466528416,-0.288160085678,-0.307798147202,0.46160441637,0.116012737155,-0.119461812079,0.490663677454,-0.212280750275,-0.981078326702,0.475367456675,0.0318206734955,0.136287719011,-0.229130789638,0.0540325604379,-0.329370677471,0.397911906242,0.494476467371,0.217566937208,0.681291043758,0.59800440073,-0.268654555082,0.591909825802,0.488456845284,-0.79996073246,-0.0400923229754,-0.353034615517,-0.12546429038,-0.199075236917,-0.651382148266,-0.00493504246697,-0.227992802858,0.0571605414152,0.0367058366537
-1.28090906143,-0.115225501359,0.070149846375,-0.546369433403,-0.320440471172,-0.739055514336,-0.215121462941,-0.361656367779,0.292394280434,0.0584435611963,-0.123896479607,0.381934463978,-0.126132160425,-0.781032145023,0.357623815536,0.00259499042295,0.199401557446,-0.121118538082,0.147278890014,-0.20653617382,0.144436553121,0.56151843071,0.237462595105,0.587138354778,0.624284625053,-0.293541759253,0.575618565083,0.224697723985,-0.963219165802,-0.0327633656561,-0.410872608423,-0.0854373723269,-0.126782760024,-0.714941859245,-0.155559763312,-0.43582752347,0.0356261320412,0.18409383297
-0.895817756653,-0.00217943964526,0.0949730426073,-0.506143033504,-0.187378928065,-0.716993868351,-0.139565706253,-0.385991215706,0.229197740555,0.19995445013,-0.102058500051,0.533112764359,-0.127032741904,-0.82609552145,0.402084857225,-0.168263107538,0.124821998179,-0.0396311581135,-0.186442911625,-0.365310102701,0.42122772336,0.375757277012,0.491685837507,0.621523797512,0.520899713039,-0.437209576368,0.458034485579,0.66257494688,-0.817346036434,0.006943450775,-0.132917895913,-0.108987063169,-0.118795268238,-0.616291582584,0.0508065670729,-0.256746470928,0.173182189465,0.00358557957225
-0.976076543331,-0.108851410449,0.000851693563163,-0.453834414482,-0.317380011082,-0.528308689594,-0.225386172533,-0.283671796322,0.301195174456,-0.0878761559725,-0.154830768704,0.443205058575,-0.248356044292,-0.898239970207,0.304246544838,-0.0483386442065,0.174477577209,-0.168797522783,0.0238207597286,-0.182617276907,0.382669776678,0.373928040266,0.231398522854,0.558015584946,0.507937371731,-0.398408472538,0.457107841969,0.37401637435,-0.753539562225,0.028088523075,-0.347775995731,-0.0779317319393,-0.112288564444,-0.568104505539,-0.114312581718,-0.316721558571,0.0570781342685,0.0393092669547
-0.547924220562,-0.280406951904,-0.0579549372196,-0.485848039389,0.0220587067306,-0.343833684921,-0.126119047403,-0.51373064518,0.0631646588445,0.131538257003,-0.0968545228243,0.911841511726,-0.576491832733,-1.13183498383,0.22835996747,-0.0223630554974,0.198284983635,-0.189127787948,-0.187778383493,-0.0807779282331,0.757722914219,0.257302641869,0.270289957523,0.83690237999,0.17934808135,-0.739909946918,0.29410842061,0.543712198734,-1.07422697544,-0.02122076042,0.0239672977477,0.038192898035,-0.336346685886,-1.10461580753,-0.0313388556242,-0.5656645298,0.3026907444,-0.095615491271
-1.27313768864,-0.116542749107,0.0708554461598,-0.549112439156,-0.31775444746,-0.736835598946,-0.208540454507,-0.362892061472,0.286481618881,0.0588614344597,-0.121481366456,0.380865335464,-0.125113889575,-0.779985845089,0.35148230195,-0.00596999749541,0.197254940867,-0.120255604386,0.138281926513,-0.207751438022,0.147972360253,0.555133223534,0.248950600624,0.587436079979,0.619259059429,-0.297774374485,0.569121897221,0.230763345957,-0.965732455254,-0.0342345386744,-0.406627058983,-0.0849909633398,-0.125303581357,-0.711462378502,-0.157701328397,-0.436098605394,0.0412218235433,0.178792715073
-1.20551240444,0.0587842278183,-0.0166580732912,-0.531073927879,-0.32361125946,-0.745338022709,-0.47382581234,-0.280021190643,0.702587068081,0.0468865819275,-0.221653610468,0.512635588646,-0.239406973124,-1.21339845657,0.568167805672,-0.0126585932449,0.0818085372448,-0.253508269787,0.129029035568,-0.424876242876,0.605672299862,0.475502073765,0.175904333591,0.76323723793,0.685562252998,-0.151549682021,0.661481022835,0.677655756474,-0.603052794933,0.13488702476,-0.404871046543,-0.220756903291,-0.245366081595,-0.641266822815,-0.0473218560219,-0.143662810326,0.0992326661944,-0.0575130321085
-0.845154464245,-0.0303994808346,0.00723588652909,-0.521082937717,-0.262545078993,-0.508639812469,-0.198135688901,-0.391591399908,0.354356110096,-0.11262691766,-0.242012187839,0.547615706921,-0.242026805878,-1.08945858479,0.231850907207,-0.288032501936,0.0789379924536,-0.137680232525,-0.117267027497,-0.309159249067,0.565276682377,0.164317086339,0.502798318863,0.553669989109,0.461333423853,-0.375255763531,0.36701053381,0.688157200813,-0.716246068478,0.125589132309,-0.168102428317,-0.144285574555,-0.0590847916901,-0.465972334146,-0.173750802875,-0.356171071529,0.237283483148,-0.0579557456076
-0.871661067009,-0.0786479115486,0.01417059917,-0.425722539425,-0.182491406798,-0.49848228693,-0.181713491678,-0.317100852728,0.25067666173,0.130869433284,-0.0998566746712,0.534860551357,-0.283351510763,-0.824183285236,0.2847263515,-0.0812657549977,0.101390957832,-0.115436345339,-0.0430322661996,-0.242501854897,0.468149453402,0.317709803581,0.299918681383,0.594302594662,0.439630806446,-0.48364135623,0.449291855097,0.48054510355,-0.787968814373,0.0424258001149,-0.14867991209,-0.044287353754,-0.228844285011,-0.668085336685,-0.031322684139,-0.285882115364,0.116017900407,-0.0326817631721
-0.905304253101,-0.0535540468991,0.0348265469074,-0.470763295889,-0.300624549389,-0.539415597916,-0.214701890945,-0.356280744076,0.302838534117,-0.056459557265,-0.227209717035,0.512906134129,-0.190272778273,-0.996292054653,0.249120503664,-0.249798998237,0.0521614141762,-0.162601739168,-0.0793394595385,-0.248692169785,0.45701995492,0.226360633969,0.394869804382,0.585488557816,0.492185145617,-0.406092137098,0.384054332972,0.577703535557,-0.697412729263,0.0872582867742,-0.192611172795,-0.106566220522,-0.109216354787,-0.491390675306,-0.214500248432,-0.333404809237,0.176668465137,-0.0805358961225
