,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,genre,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,WDT,WP,CC,JJR,FW,PDT,NNPS,JJS,$,WP$,EX,RBS,POS
734,4.0,2.0,5.0,,4.0,10.0,9.0,9.0,3,7.0,6.0,7.0,,,26.0,,,6.0,44.0,4.0,13.0,,6.0,,1.0,1.0,,,,,,,,,,
735,11.0,6.0,10.0,,4.0,8.0,21.0,2.0,3,5.0,,16.0,1.0,6.0,39.0,,,40.0,16.0,10.0,4.0,,7.0,,1.0,3.0,,,,,3.0,,,,,
736,4.0,15.0,4.0,,4.0,16.0,44.0,15.0,3,2.0,5.0,,,,61.0,10.0,,4.0,31.0,11.0,10.0,1.0,,,,,,,,,,,,,,
737,11.0,4.0,2.0,,2.0,14.0,7.0,5.0,3,2.0,4.0,4.0,2.0,,22.0,,1.0,10.0,12.0,2.0,15.0,,1.0,,,4.0,1.0,,,,,,,1.0,,
738,5.0,16.0,9.0,,1.0,15.0,13.0,6.0,3,1.0,1.0,,3.0,,22.0,,,15.0,11.0,8.0,28.0,2.0,,,5.0,4.0,2.0,,,,1.0,,,,,
739,1.0,3.0,15.0,,1.0,29.0,12.0,9.0,3,4.0,4.0,,,,23.0,,,2.0,26.0,17.0,43.0,,1.0,,,12.0,,,,,,,1.0,,,
740,3.0,1.0,10.0,,3.0,9.0,8.0,2.0,3,5.0,2.0,,,,25.0,,,9.0,21.0,8.0,9.0,5.0,3.0,,,1.0,,,,,,,,1.0,,
741,1.0,4.0,3.0,,1.0,10.0,6.0,5.0,3,1.0,4.0,,,,19.0,,,4.0,6.0,6.0,23.0,1.0,7.0,,,5.0,,,,,,,,,,
742,3.0,13.0,12.0,,2.0,21.0,12.0,5.0,3,1.0,1.0,,1.0,,24.0,,1.0,5.0,17.0,15.0,28.0,,,,,,,,,,,,,,,
743,14.0,1.0,,,3.0,13.0,4.0,5.0,3,1.0,2.0,3.0,,1.0,43.0,,,3.0,35.0,2.0,19.0,,3.0,,,,,1.0,,,,,,,,
744,6.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,3,7.0,5.0,4.0,,,24.0,,,1.0,24.0,5.0,3.0,,9.0,,,1.0,,,,,3.0,,,6.0,,
745,1.0,6.0,8.0,,4.0,10.0,16.0,1.0,3,4.0,3.0,2.0,1.0,,19.0,,,3.0,17.0,6.0,12.0,2.0,1.0,,,2.0,,,,,,,,,,
746,13.0,4.0,9.0,,3.0,20.0,22.0,19.0,3,2.0,,,4.0,,34.0,,,5.0,15.0,9.0,28.0,,23.0,,,1.0,1.0,,,,,,,,,
747,21.0,2.0,9.0,,6.0,23.0,19.0,12.0,3,5.0,3.0,,,,71.0,,,29.0,29.0,13.0,15.0,2.0,1.0,,,4.0,8.0,,,,,,,,,
748,2.0,1.0,11.0,,,10.0,17.0,6.0,3,2.0,,,,,21.0,1.0,4.0,11.0,17.0,3.0,16.0,,2.0,,,,,,,4.0,,,,,,
749,10.0,,41.0,,,6.0,21.0,9.0,3,2.0,3.0,,2.0,,45.0,,,14.0,26.0,13.0,41.0,11.0,,,,10.0,,,,,,,,1.0,,
750,15.0,5.0,14.0,,3.0,40.0,17.0,10.0,3,,1.0,,2.0,1.0,39.0,1.0,,11.0,31.0,7.0,58.0,,3.0,,,10.0,2.0,,,,,,,1.0,,
751,24.0,6.0,10.0,,3.0,27.0,46.0,9.0,3,3.0,,3.0,2.0,6.0,59.0,12.0,,22.0,38.0,5.0,37.0,,3.0,,,3.0,,,,,,,,,,
752,9.0,2.0,11.0,,3.0,9.0,19.0,5.0,3,2.0,31.0,2.0,,1.0,58.0,7.0,,3.0,28.0,5.0,9.0,1.0,,,,,,,,,,,,3.0,,
753,26.0,,3.0,,3.0,20.0,41.0,4.0,3,2.0,5.0,,6.0,,80.0,1.0,,17.0,38.0,34.0,4.0,,1.0,,,1.0,1.0,,1.0,,,,,,,
754,13.0,2.0,7.0,,2.0,46.0,32.0,7.0,3,5.0,3.0,2.0,1.0,,82.0,1.0,,9.0,48.0,18.0,42.0,1.0,16.0,,,7.0,,,,,,,,,,
755,6.0,4.0,8.0,,,40.0,31.0,7.0,3,4.0,4.0,2.0,,,38.0,2.0,2.0,10.0,24.0,6.0,55.0,2.0,,,,7.0,,,,2.0,2.0,,,,,
756,11.0,6.0,16.0,,4.0,5.0,11.0,21.0,3,7.0,38.0,1.0,,14.0,45.0,,,13.0,30.0,10.0,10.0,1.0,1.0,,,5.0,1.0,,,,1.0,,,,,
757,19.0,6.0,8.0,,1.0,18.0,15.0,7.0,3,3.0,5.0,6.0,,,30.0,5.0,,22.0,41.0,8.0,25.0,,3.0,,,1.0,2.0,,,,,,,1.0,,
758,4.0,11.0,,,3.0,29.0,37.0,12.0,3,2.0,1.0,6.0,2.0,,17.0,,1.0,12.0,38.0,22.0,35.0,,4.0,,,4.0,,,,,,,,9.0,,
759,4.0,,,,1.0,4.0,7.0,3.0,3,2.0,,3.0,2.0,,10.0,1.0,,4.0,20.0,6.0,5.0,,,,,,,,,,,,,,,
760,6.0,,15.0,,,6.0,8.0,13.0,3,2.0,13.0,,1.0,1.0,29.0,,,2.0,38.0,5.0,12.0,,9.0,,,3.0,,,,1.0,,,,,,
761,2.0,3.0,3.0,,,9.0,3.0,9.0,3,14.0,,3.0,,,24.0,,,2.0,19.0,13.0,17.0,,6.0,,,,1.0,,,,,,,11.0,,
762,6.0,13.0,4.0,,1.0,8.0,10.0,5.0,3,9.0,,,3.0,,43.0,,,8.0,35.0,5.0,24.0,2.0,6.0,,,1.0,,,,,1.0,,,,,
763,3.0,2.0,8.0,,1.0,43.0,19.0,8.0,3,,,1.0,,,11.0,,1.0,9.0,20.0,11.0,56.0,,38.0,,,7.0,3.0,,,,,,,,,
764,4.0,5.0,7.0,1.0,3.0,15.0,14.0,6.0,3,4.0,8.0,,1.0,,27.0,3.0,3.0,6.0,42.0,8.0,13.0,4.0,,,,,,,,,,,,,,
765,5.0,2.0,2.0,,,9.0,3.0,,3,,,,,,20.0,,,6.0,21.0,,23.0,3.0,,,,3.0,,,,,3.0,,,,,
766,3.0,6.0,7.0,,,9.0,4.0,3.0,3,1.0,6.0,,,,18.0,,,1.0,14.0,7.0,11.0,,8.0,,,1.0,,,,,,,,,,
767,2.0,3.0,6.0,,3.0,3.0,3.0,7.0,3,8.0,2.0,,,,14.0,,,9.0,22.0,1.0,16.0,,,,,2.0,1.0,,,,,,,,,
768,,2.0,4.0,,1.0,3.0,4.0,2.0,3,1.0,2.0,1.0,,,10.0,,,1.0,26.0,,6.0,,,,,,,,,,,,,,,
769,10.0,4.0,6.0,,5.0,24.0,14.0,14.0,3,5.0,18.0,2.0,1.0,,56.0,1.0,,9.0,58.0,5.0,13.0,,28.0,,,,,1.0,,,,,,,,
770,4.0,1.0,3.0,,1.0,1.0,1.0,4.0,3,2.0,5.0,,,,16.0,1.0,,1.0,11.0,,4.0,,3.0,,,,,,,,,,,,,
771,2.0,2.0,2.0,,4.0,5.0,4.0,12.0,3,7.0,,,,,22.0,,,2.0,28.0,3.0,3.0,2.0,,,,2.0,,,,,,,,,,
772,,1.0,1.0,,3.0,18.0,7.0,11.0,3,1.0,12.0,,,,19.0,,,7.0,22.0,3.0,5.0,,1.0,,1.0,,,,,,,,,,,
773,4.0,7.0,5.0,,2.0,8.0,14.0,5.0,3,1.0,2.0,,,,20.0,3.0,,2.0,23.0,12.0,3.0,,,,,,,,,,,,,,,
774,,,1.0,,,,1.0,,3,,1.0,,,,9.0,,,3.0,12.0,,,,,,,,,,,,,,,,,
775,18.0,5.0,7.0,,1.0,7.0,14.0,3.0,3,2.0,1.0,2.0,,1.0,30.0,2.0,,4.0,22.0,6.0,12.0,,9.0,,,,,,,,,,,,,
776,3.0,,4.0,,,8.0,3.0,4.0,3,,4.0,1.0,1.0,,18.0,3.0,,1.0,8.0,,8.0,1.0,,,1.0,1.0,,,,,,,,,,
777,1.0,1.0,3.0,,,16.0,1.0,3.0,3,1.0,1.0,,,,15.0,,,9.0,15.0,2.0,17.0,2.0,,,,1.0,,,,,,,,,,
778,1.0,3.0,3.0,,,3.0,7.0,1.0,3,2.0,3.0,,,,21.0,,,2.0,9.0,3.0,4.0,,5.0,,1.0,,,,,,,,,,,
779,4.0,,,,,6.0,4.0,3.0,3,2.0,,,,,8.0,,,2.0,9.0,1.0,7.0,1.0,1.0,,,1.0,,,,,,,,,,
780,3.0,1.0,3.0,,,3.0,2.0,4.0,3,,,,,,15.0,,,3.0,6.0,1.0,6.0,1.0,1.0,,,4.0,,,,,,,,,,
781,3.0,6.0,5.0,,2.0,1.0,14.0,7.0,3,2.0,6.0,,,,17.0,,,3.0,35.0,9.0,1.0,,,,,,,,,,,,,,,
782,8.0,11.0,4.0,,1.0,6.0,13.0,6.0,3,2.0,5.0,,1.0,1.0,24.0,3.0,,5.0,23.0,7.0,11.0,,1.0,,,3.0,,,,,,,,,,
783,6.0,1.0,9.0,,4.0,3.0,7.0,3.0,3,,,,,,39.0,,,5.0,35.0,3.0,6.0,,7.0,,,,,,,,4.0,,,1.0,,
784,13.0,20.0,1.0,,6.0,17.0,5.0,,3,2.0,1.0,,,,28.0,,,2.0,23.0,1.0,24.0,,2.0,,,3.0,,,,,,,,,,
785,1.0,8.0,5.0,,,36.0,5.0,,3,11.0,14.0,4.0,,,14.0,,,2.0,27.0,12.0,48.0,,1.0,,,,,,,,,,,,,
786,2.0,9.0,2.0,,1.0,21.0,9.0,1.0,3,1.0,1.0,,,,16.0,,,6.0,10.0,2.0,31.0,,2.0,,,,,,,,1.0,,,,,
787,7.0,1.0,7.0,,1.0,18.0,2.0,17.0,3,7.0,,,,,34.0,,,8.0,22.0,6.0,32.0,1.0,16.0,,,11.0,,,,,,,,,,
788,5.0,9.0,1.0,,,15.0,10.0,4.0,3,4.0,10.0,,4.0,,17.0,,,1.0,26.0,4.0,18.0,,1.0,,,1.0,,,,1.0,,,,,,
789,1.0,5.0,,,,21.0,7.0,2.0,3,2.0,2.0,1.0,,,48.0,,,5.0,42.0,7.0,27.0,,9.0,,,,,,,,1.0,,,,,
790,3.0,,3.0,,,11.0,6.0,6.0,3,1.0,10.0,5.0,1.0,,38.0,,,6.0,54.0,2.0,10.0,,4.0,,,2.0,,,,,,,,,,
791,12.0,2.0,5.0,,1.0,1.0,7.0,3.0,3,1.0,1.0,1.0,,,61.0,,,3.0,48.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
792,5.0,2.0,6.0,,2.0,13.0,6.0,18.0,3,1.0,1.0,,,,35.0,,,1.0,21.0,3.0,19.0,1.0,8.0,,,1.0,,,,,,,,,,
793,,9.0,1.0,,,17.0,13.0,4.0,3,1.0,6.0,2.0,,,27.0,,,18.0,34.0,3.0,33.0,,2.0,,,7.0,,,,,,,,,,
794,9.0,10.0,28.0,,,23.0,7.0,2.0,3,,,1.0,9.0,,21.0,,,5.0,35.0,2.0,54.0,,2.0,,,11.0,,,,,,,,,,
795,26.0,2.0,7.0,,1.0,12.0,15.0,8.0,3,1.0,3.0,2.0,7.0,,15.0,,,7.0,17.0,20.0,17.0,,,,,2.0,,,,,,,,,,
796,6.0,2.0,6.0,,3.0,11.0,21.0,1.0,3,4.0,4.0,,,,55.0,,,2.0,15.0,3.0,9.0,,7.0,,1.0,7.0,,,,,,,,,,
797,18.0,2.0,1.0,,,16.0,20.0,10.0,3,3.0,,,,,51.0,9.0,,3.0,23.0,5.0,20.0,,4.0,,,,,,,,,,2.0,,,
798,1.0,1.0,4.0,,11.0,14.0,7.0,3.0,3,8.0,,,,,10.0,,1.0,3.0,39.0,1.0,26.0,,1.0,,,10.0,,,,,,,,,,
799,8.0,2.0,33.0,,4.0,3.0,5.0,8.0,3,12.0,9.0,,,1.0,53.0,2.0,,6.0,42.0,12.0,42.0,,2.0,,,,1.0,,,,,,,1.0,,
800,21.0,,19.0,,2.0,3.0,29.0,8.0,3,6.0,6.0,,,1.0,39.0,16.0,1.0,17.0,34.0,2.0,21.0,,,,,3.0,,,,,,,,,,
801,12.0,27.0,6.0,,1.0,8.0,8.0,7.0,3,1.0,1.0,,,1.0,35.0,,,19.0,45.0,8.0,5.0,,7.0,,2.0,7.0,4.0,,,1.0,,,,,,
802,6.0,6.0,3.0,,,30.0,15.0,2.0,3,,,,,,12.0,3.0,,8.0,14.0,9.0,31.0,1.0,8.0,,,,,,,,1.0,,,,,
803,2.0,1.0,,,,4.0,5.0,8.0,3,11.0,4.0,,,,26.0,,,,25.0,8.0,,,8.0,,,,,,,3.0,,,,,,
804,9.0,6.0,6.0,,,21.0,11.0,2.0,3,,3.0,,,,15.0,3.0,,12.0,12.0,6.0,28.0,1.0,8.0,,,,,,,,1.0,,,,,
805,25.0,1.0,19.0,1.0,5.0,50.0,65.0,17.0,4,7.0,6.0,3.0,3.0,1.0,72.0,2.0,,31.0,68.0,40.0,56.0,2.0,3.0,,1.0,9.0,4.0,2.0,,,2.0,,,,,
806,9.0,,10.0,,1.0,35.0,28.0,15.0,4,7.0,,4.0,,1.0,59.0,1.0,1.0,13.0,39.0,19.0,26.0,1.0,2.0,,,,,,,,,,,,,
807,25.0,1.0,19.0,1.0,5.0,50.0,65.0,17.0,4,7.0,6.0,3.0,3.0,1.0,72.0,2.0,,31.0,68.0,40.0,56.0,2.0,3.0,,1.0,9.0,4.0,2.0,,,2.0,,,,,
808,9.0,,10.0,,1.0,35.0,28.0,15.0,4,7.0,,4.0,,1.0,59.0,1.0,1.0,13.0,39.0,19.0,26.0,1.0,2.0,,,,,,,,,,,,,
809,17.0,2.0,31.0,,6.0,33.0,45.0,6.0,4,7.0,3.0,1.0,3.0,,94.0,,2.0,21.0,72.0,14.0,27.0,1.0,4.0,,,6.0,2.0,,,,,,,,1.0,
810,7.0,1.0,13.0,,9.0,19.0,48.0,18.0,4,13.0,,,,2.0,68.0,,,13.0,58.0,12.0,13.0,,6.0,1.0,,2.0,3.0,1.0,,1.0,1.0,,,,,
811,3.0,2.0,7.0,1.0,,14.0,20.0,10.0,4,1.0,4.0,,,,23.0,,,12.0,24.0,16.0,14.0,,,,,,,,,,,,,,,
812,7.0,4.0,7.0,,4.0,24.0,18.0,4.0,4,1.0,2.0,,,1.0,31.0,,,15.0,13.0,5.0,21.0,,,,,3.0,,1.0,,,,,,,,
813,8.0,1.0,3.0,,,16.0,11.0,1.0,4,2.0,,,,,15.0,,2.0,15.0,7.0,5.0,17.0,3.0,,1.0,,1.0,,,,,,,,,,
814,16.0,10.0,4.0,,5.0,18.0,16.0,2.0,4,10.0,,4.0,3.0,2.0,32.0,3.0,,6.0,27.0,10.0,22.0,,3.0,,,,,,,,2.0,,,,,
815,19.0,1.0,6.0,1.0,4.0,32.0,34.0,10.0,4,,1.0,1.0,8.0,,27.0,1.0,,18.0,24.0,16.0,40.0,,,,1.0,4.0,1.0,,,,,,,,,
816,14.0,,6.0,,8.0,7.0,7.0,1.0,4,,,19.0,,,20.0,,,12.0,11.0,,18.0,,,,,8.0,,,,,,,,,,
817,7.0,1.0,13.0,,5.0,22.0,24.0,8.0,4,4.0,,6.0,1.0,,43.0,1.0,,5.0,44.0,5.0,24.0,,3.0,2.0,,2.0,3.0,,,,,,,,,
818,11.0,2.0,9.0,1.0,1.0,22.0,34.0,7.0,4,5.0,2.0,2.0,1.0,2.0,82.0,1.0,,10.0,78.0,17.0,18.0,,19.0,,,2.0,1.0,,,1.0,,,,,,
819,23.0,1.0,32.0,,2.0,34.0,52.0,16.0,4,3.0,2.0,8.0,5.0,3.0,74.0,,,26.0,105.0,28.0,24.0,,4.0,,,4.0,,2.0,,1.0,1.0,,,,,
820,10.0,,49.0,,1.0,58.0,52.0,42.0,4,13.0,4.0,17.0,3.0,,128.0,3.0,,23.0,123.0,35.0,72.0,1.0,4.0,,2.0,6.0,,10.0,,,,,,,,
821,2.0,,5.0,,5.0,8.0,5.0,4.0,4,2.0,2.0,,1.0,,21.0,1.0,,4.0,16.0,1.0,6.0,,,1.0,,1.0,1.0,,,,,,,,,
822,22.0,2.0,15.0,,2.0,11.0,12.0,11.0,4,,1.0,2.0,9.0,1.0,34.0,,,8.0,16.0,8.0,19.0,2.0,3.0,,,14.0,1.0,1.0,,1.0,,,,,,
823,3.0,,10.0,,,8.0,20.0,4.0,4,3.0,,1.0,1.0,,47.0,,,10.0,43.0,7.0,6.0,,1.0,,,2.0,,2.0,,,,,,,,
824,25.0,1.0,19.0,1.0,5.0,50.0,65.0,17.0,4,7.0,6.0,3.0,3.0,1.0,72.0,2.0,,31.0,68.0,40.0,56.0,2.0,3.0,,1.0,9.0,4.0,2.0,,,2.0,,,,,
825,9.0,4.0,17.0,,7.0,31.0,35.0,11.0,4,4.0,2.0,6.0,3.0,4.0,91.0,,1.0,29.0,59.0,15.0,24.0,1.0,3.0,,,4.0,2.0,,,,,,,,,
826,11.0,,17.0,1.0,3.0,19.0,23.0,9.0,4,1.0,3.0,4.0,,4.0,57.0,2.0,1.0,11.0,48.0,12.0,29.0,,2.0,,,1.0,2.0,,,,,,,,,
827,14.0,1.0,12.0,,9.0,49.0,39.0,16.0,4,2.0,3.0,,,1.0,42.0,1.0,1.0,22.0,50.0,9.0,37.0,,7.0,,10.0,1.0,,,,,,,,,,
828,9.0,,10.0,,1.0,35.0,28.0,15.0,4,7.0,,4.0,,1.0,59.0,1.0,1.0,13.0,39.0,19.0,26.0,1.0,2.0,,,,,,,,,,,,,
829,19.0,,7.0,,,38.0,35.0,15.0,4,,3.0,3.0,2.0,,95.0,1.0,2.0,13.0,49.0,2.0,27.0,,,,,2.0,2.0,,,,,,,,,
830,11.0,1.0,18.0,2.0,5.0,44.0,42.0,17.0,4,6.0,3.0,8.0,,1.0,74.0,1.0,,26.0,51.0,36.0,37.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,,1.0,2.0,,,,,
831,11.0,23.0,9.0,2.0,,27.0,27.0,20.0,4,13.0,10.0,2.0,,1.0,78.0,,1.0,12.0,25.0,26.0,16.0,,2.0,,2.0,4.0,1.0,,,,,,,,,
832,17.0,16.0,12.0,,4.0,43.0,35.0,8.0,4,1.0,1.0,5.0,,1.0,116.0,,,8.0,54.0,26.0,35.0,1.0,,,,7.0,,,,,,,,,,
833,14.0,13.0,26.0,,8.0,37.0,43.0,26.0,4,11.0,4.0,7.0,,1.0,95.0,1.0,,28.0,64.0,31.0,39.0,,8.0,,1.0,7.0,5.0,,,,2.0,,,1.0,,
834,13.0,8.0,14.0,,,25.0,30.0,11.0,4,6.0,,14.0,2.0,7.0,81.0,,,13.0,76.0,15.0,14.0,2.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,
835,8.0,12.0,8.0,,1.0,14.0,21.0,4.0,4,2.0,,5.0,,4.0,48.0,4.0,,6.0,40.0,14.0,17.0,,,4.0,,,1.0,,,,,,,,,
836,8.0,4.0,28.0,,1.0,32.0,53.0,5.0,4,,1.0,1.0,2.0,16.0,57.0,1.0,,19.0,50.0,10.0,21.0,,4.0,,3.0,3.0,,,,,,,,,,
837,11.0,4.0,10.0,,5.0,51.0,19.0,18.0,4,7.0,1.0,1.0,,,37.0,2.0,,7.0,58.0,25.0,57.0,,2.0,,1.0,2.0,,1.0,,,,,,,,
838,14.0,,7.0,1.0,,14.0,20.0,3.0,4,5.0,1.0,,3.0,,33.0,,,18.0,35.0,10.0,27.0,,6.0,,1.0,4.0,1.0,,,1.0,,,,,,
839,13.0,,23.0,,5.0,14.0,25.0,4.0,4,,1.0,,,17.0,50.0,1.0,1.0,42.0,49.0,1.0,20.0,,,,,4.0,,,,,1.0,,,,,
840,14.0,15.0,9.0,,4.0,12.0,20.0,12.0,4,5.0,2.0,1.0,2.0,1.0,46.0,2.0,,13.0,38.0,8.0,16.0,,2.0,,,1.0,,,,,1.0,,,,,
841,14.0,,22.0,,,28.0,29.0,18.0,4,11.0,2.0,3.0,,,50.0,1.0,,7.0,35.0,18.0,36.0,2.0,,,,,,,,,,,,,,
842,23.0,,9.0,,4.0,19.0,16.0,12.0,4,7.0,7.0,,1.0,3.0,47.0,12.0,,15.0,31.0,10.0,23.0,2.0,2.0,,,4.0,2.0,,,,2.0,,,1.0,,
843,9.0,1.0,21.0,,2.0,17.0,27.0,6.0,4,5.0,6.0,15.0,1.0,1.0,101.0,,,14.0,91.0,12.0,18.0,1.0,5.0,,,1.0,,,,,,,,,,
844,12.0,12.0,28.0,,4.0,40.0,52.0,4.0,4,5.0,10.0,13.0,,11.0,137.0,,,12.0,117.0,22.0,41.0,4.0,2.0,,2.0,,,1.0,,,4.0,,,,,
845,9.0,,26.0,,3.0,54.0,94.0,22.0,4,9.0,2.0,26.0,1.0,5.0,290.0,,1.0,23.0,181.0,29.0,51.0,1.0,,,3.0,4.0,1.0,1.0,,,,,,,1.0,
846,29.0,,14.0,1.0,4.0,24.0,79.0,10.0,4,14.0,,4.0,,11.0,147.0,,,12.0,126.0,17.0,11.0,1.0,2.0,,,,1.0,,,,,,,,,
847,30.0,,31.0,,2.0,47.0,70.0,14.0,4,11.0,2.0,19.0,4.0,5.0,167.0,,,15.0,126.0,34.0,68.0,1.0,5.0,1.0,,2.0,,,,1.0,1.0,3.0,,,,
848,21.0,1.0,17.0,,5.0,32.0,114.0,26.0,4,12.0,2.0,10.0,2.0,,139.0,,,5.0,108.0,21.0,33.0,8.0,2.0,,3.0,2.0,,2.0,,,1.0,,,,,
849,4.0,15.0,7.0,,2.0,32.0,44.0,10.0,4,10.0,7.0,3.0,,6.0,74.0,1.0,,7.0,81.0,36.0,16.0,,2.0,1.0,,3.0,1.0,,,,,,,,,
850,6.0,22.0,13.0,,2.0,12.0,19.0,5.0,4,,4.0,5.0,1.0,,64.0,,,7.0,38.0,11.0,20.0,3.0,,,,,,,,,1.0,,,,,
851,8.0,1.0,13.0,,8.0,65.0,41.0,19.0,4,11.0,4.0,7.0,3.0,1.0,227.0,,,9.0,97.0,30.0,46.0,1.0,1.0,,,1.0,,,,,,,,,,
852,4.0,,15.0,,6.0,30.0,52.0,27.0,4,2.0,10.0,4.0,,3.0,204.0,,,17.0,86.0,25.0,16.0,,2.0,,,,,3.0,,,,,,,,
853,27.0,15.0,12.0,,4.0,51.0,55.0,30.0,4,7.0,2.0,4.0,2.0,5.0,158.0,8.0,2.0,42.0,110.0,41.0,43.0,,9.0,,,1.0,,,,,,,,,,
854,16.0,31.0,17.0,,5.0,29.0,34.0,17.0,4,4.0,4.0,5.0,4.0,4.0,110.0,2.0,12.0,42.0,44.0,12.0,55.0,,2.0,1.0,,2.0,,,,,1.0,,,,,
855,1.0,,7.0,,,22.0,15.0,2.0,4,22.0,3.0,3.0,,,105.0,,,12.0,28.0,12.0,25.0,,5.0,,,4.0,1.0,,,1.0,,,,,,
856,9.0,13.0,6.0,,8.0,21.0,32.0,5.0,4,2.0,3.0,9.0,3.0,,91.0,,,13.0,59.0,10.0,32.0,,,,,5.0,,8.0,,,1.0,,,,,
857,7.0,4.0,20.0,,5.0,58.0,36.0,11.0,4,2.0,9.0,3.0,,11.0,101.0,,,34.0,114.0,5.0,37.0,,5.0,,,3.0,,,,,2.0,,,,,
858,25.0,8.0,8.0,,6.0,30.0,34.0,15.0,4,1.0,4.0,2.0,,,88.0,,,14.0,50.0,5.0,29.0,2.0,,1.0,,2.0,,1.0,,,,,,,,
859,18.0,1.0,6.0,,1.0,35.0,18.0,5.0,4,5.0,2.0,2.0,6.0,6.0,38.0,3.0,2.0,11.0,32.0,7.0,41.0,6.0,,,,,,,,,,,,,,
860,13.0,,3.0,,3.0,31.0,6.0,11.0,4,7.0,4.0,4.0,,,57.0,,,,16.0,18.0,24.0,12.0,4.0,,,1.0,,,,,,,,,,
861,6.0,2.0,1.0,,4.0,15.0,41.0,4.0,4,,7.0,4.0,2.0,,36.0,,,10.0,45.0,30.0,12.0,,3.0,,,5.0,,2.0,,,,,,,,
862,,2.0,1.0,,,21.0,7.0,2.0,4,2.0,2.0,,,,21.0,,,2.0,14.0,1.0,23.0,,,,,4.0,,,,,,,,,,
863,13.0,4.0,22.0,,1.0,35.0,27.0,7.0,4,2.0,5.0,11.0,,3.0,71.0,3.0,,9.0,72.0,17.0,29.0,,,,,10.0,,1.0,,1.0,1.0,,,,,
864,35.0,11.0,33.0,,1.0,12.0,43.0,11.0,4,10.0,,2.0,1.0,7.0,102.0,,,10.0,50.0,24.0,31.0,1.0,,,,2.0,,,,,,,,,,
865,,,34.0,,5.0,10.0,16.0,4.0,4,13.0,2.0,3.0,,,39.0,,,27.0,34.0,3.0,32.0,1.0,3.0,,,2.0,,,,,2.0,,,,,
866,8.0,,4.0,,1.0,26.0,10.0,11.0,4,2.0,7.0,2.0,,,16.0,,,18.0,32.0,5.0,24.0,,,,,,,2.0,,,,,,,,
867,8.0,12.0,4.0,,3.0,14.0,14.0,3.0,4,,9.0,4.0,2.0,,38.0,,2.0,15.0,34.0,,11.0,3.0,1.0,,1.0,2.0,,6.0,,,,,,,,
868,3.0,1.0,11.0,,4.0,16.0,39.0,4.0,4,2.0,21.0,4.0,2.0,,77.0,,,,50.0,2.0,15.0,,4.0,,,1.0,,,,,,,,,,
869,3.0,,3.0,,3.0,25.0,20.0,42.0,4,,2.0,2.0,1.0,,24.0,,,13.0,29.0,9.0,25.0,1.0,2.0,,,,,9.0,,,,,,,,
870,15.0,2.0,18.0,,11.0,109.0,26.0,15.0,4,4.0,38.0,7.0,4.0,6.0,65.0,1.0,6.0,9.0,50.0,16.0,106.0,1.0,1.0,,1.0,,,2.0,,,,1.0,,,,
871,33.0,5.0,5.0,1.0,1.0,39.0,24.0,5.0,4,4.0,4.0,3.0,18.0,,45.0,,,16.0,48.0,6.0,55.0,,1.0,,,8.0,,1.0,,,,,,,,
872,12.0,61.0,5.0,,3.0,81.0,19.0,5.0,4,,,,,,45.0,1.0,,18.0,14.0,3.0,80.0,,,,,2.0,,,,,,,,,,
873,7.0,10.0,6.0,,10.0,16.0,28.0,4.0,4,2.0,4.0,8.0,2.0,,79.0,,,13.0,63.0,8.0,24.0,,,,,6.0,,9.0,,,1.0,,,,,
874,7.0,,15.0,,8.0,16.0,17.0,10.0,4,4.0,3.0,2.0,,1.0,51.0,,,11.0,28.0,9.0,20.0,1.0,2.0,1.0,,2.0,,2.0,,,,,,,,
875,19.0,,16.0,,1.0,36.0,37.0,1.0,4,1.0,,6.0,,,74.0,2.0,1.0,9.0,48.0,31.0,34.0,6.0,,,,7.0,1.0,,,,,,,,,
876,6.0,,9.0,,,36.0,20.0,8.0,4,4.0,3.0,2.0,2.0,,73.0,2.0,,7.0,87.0,14.0,26.0,1.0,1.0,,,2.0,,,,,,,,,,
877,21.0,11.0,11.0,,2.0,15.0,37.0,4.0,4,4.0,2.0,8.0,,,74.0,7.0,9.0,5.0,55.0,5.0,12.0,,,,,1.0,1.0,,,,,2.0,,,,
878,7.0,3.0,11.0,3.0,4.0,22.0,19.0,10.0,4,5.0,1.0,3.0,1.0,1.0,68.0,,1.0,12.0,58.0,3.0,23.0,,6.0,,,10.0,,,,,,,,,,
879,6.0,3.0,17.0,,3.0,27.0,26.0,15.0,4,3.0,2.0,6.0,,4.0,65.0,,,12.0,82.0,14.0,36.0,2.0,2.0,,,1.0,,1.0,,3.0,,,,,,
880,12.0,,17.0,,4.0,20.0,14.0,4.0,4,2.0,3.0,2.0,,,43.0,,1.0,15.0,43.0,5.0,24.0,,2.0,,,3.0,,,,,,,,,,
881,23.0,1.0,7.0,,6.0,28.0,28.0,8.0,4,5.0,,5.0,6.0,,67.0,1.0,5.0,12.0,49.0,9.0,23.0,,4.0,,,5.0,,,,,,,,,,
