Unnamed: 0,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,genre,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,WDT,WP,CC,JJR,FW,PDT,NNPS,JJS,$,WP$,EX,RBS,POS,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50
807,25.0,1.0,19.0,1.0,5.0,50.0,65.0,17.0,4,7.0,6.0,3.0,3.0,1.0,72.0,2.0,,31.0,68.0,40.0,56.0,2.0,3.0,,1.0,9.0,4.0,2.0,,,2.0,,,,,,-1.1078145504,0.16328497231,-0.133544638753,-0.430235475302,-0.368394702673,-0.937039136887,-0.168998792768,-0.157040640712,0.613750457764,-0.00124699331354,-0.0494832284749,0.254863113165,-0.278558820486,-1.07253968716,0.654312252998,0.143478736281,-0.312488138676,-0.389621257782,0.148646250367,-0.454803138971,0.192812770605,0.483981907368,0.337103366852,0.690543532372,0.875220119953,-0.0231024939567,0.559940397739,0.491484463215,-0.442276895046,-0.159029856324,-0.590562105179,-0.0976008474827,-0.133773639798,-0.469167232513,-0.204412162304,-0.180383443832,0.218433126807,-0.121068038046,0.493441313505,-0.122302666306,-0.285503596067,-0.237587630749,0.409448355436,0.236298650503,-0.0865912437439,-0.0108538875356,0.606502592564,-0.89111083746,0.450472861528,-0.0932476893067
299,11.0,,3.0,,2.0,26.0,10.0,4.0,1,2.0,1.0,1.0,2.0,,58.0,2.0,,17.0,28.0,17.0,18.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,-1.26603579521,0.0975977554917,-0.135702073574,-0.478617846966,-0.290343612432,-1.00861883163,-0.0902373343706,-0.339342266321,0.490419864655,0.0981230065227,-0.0297089982778,0.33888143301,-0.27177336812,-1.09545493126,0.80012512207,0.268935024738,-0.119794219732,-0.251937478781,0.17272798717,-0.490623831749,0.212307631969,0.592792510986,0.409779042006,0.777105629444,0.933217525482,-0.142734631896,0.644453763962,0.436502277851,-0.706724107265,-0.145130544901,-0.560105025768,-0.166129380465,-0.191816136241,-0.752833008766,-0.0292231850326,-0.298868775368,0.255764812231,0.0260643027723,0.404422014952,0.148152768612,-0.364328891039,-0.183149859309,0.2876932621,0.103228352964,0.0544919259846,0.0692785307765,0.67819416523,-1.03760683537,0.610231041908,-0.0321692414582
421,7.0,12.0,7.0,1.0,10.0,25.0,24.0,11.0,0,,4.0,5.0,5.0,,49.0,,,13.0,36.0,2.0,22.0,,,,,1.0,,,,,,,,,,,-1.08001112938,0.182451486588,-0.163919597864,-0.505471348763,-0.239937335253,-0.99376308918,-0.142426863313,-0.231862589717,0.643177628517,0.151993885636,-0.00262978789397,0.401412129402,-0.367511361837,-1.13534379005,0.750368535519,0.118683248758,-0.344640284777,-0.300885796547,0.0762411877513,-0.671318173409,0.29207906127,0.458870083094,0.433867752552,0.749231219292,0.781415164471,-0.019658382982,0.616860389709,0.733053684235,-0.510276257992,-0.139281868935,-0.366438239813,-0.154335185885,-0.20219156146,-0.614019989967,-0.0675378888845,-0.168220356107,0.324918925762,-0.134930819273,0.439574897289,0.129993274808,-0.337111443281,-0.154628679156,0.405257999897,0.143538802862,0.0595406927168,0.00910683348775,0.534348964691,-1.04498076439,0.529576301575,-0.213390871882
79,12.0,5.0,8.0,,1.0,14.0,26.0,6.0,2,7.0,3.0,3.0,4.0,1.0,38.0,1.0,,9.0,39.0,16.0,13.0,,4.0,,3.0,1.0,1.0,,,1.0,,,,,,,-1.02641630173,0.0981332957745,-0.189041703939,-0.493090987206,-0.245910778642,-0.893468022346,-0.0502433218062,-0.271608442068,0.464301407337,0.195139661431,-0.0756843984127,0.436258465052,-0.31706944108,-1.10574829578,0.617297768593,0.0158037468791,-0.358361274004,-0.355980157852,0.015218032524,-0.531268894672,0.212645128369,0.411077648401,0.494698345661,0.791010975838,0.743887782097,-0.255010515451,0.551046073437,0.710588395596,-0.611077129841,-0.233956694603,-0.345902264118,-0.084534496069,-0.129054099321,-0.654630899429,-0.166038393974,-0.226218238473,0.396226286888,-0.15948395431,0.445289075375,-0.00719378283247,-0.289691537619,-0.0974621996284,0.366390228271,0.127749294043,-0.119080811739,-0.0808857828379,0.436871349812,-0.978203892708,0.453979253769,-0.0369288660586
511,33.0,5.0,3.0,,,15.0,28.0,11.0,2,1.0,3.0,5.0,14.0,,57.0,,,8.0,38.0,6.0,28.0,,3.0,,,,1.0,,,1.0,,,,,,,-1.22848141193,-0.0682796090841,-0.202203631401,-0.425975948572,-0.278190881014,-0.920308113098,-0.0649598911405,-0.287683993578,0.373936265707,0.0932168737054,-0.0223675481975,0.331386655569,-0.304590076208,-0.944888174534,0.672732293606,0.24085906148,-0.019796686247,-0.178586348891,0.219878017902,-0.323576956987,0.0183003023267,0.565511524677,0.237914353609,0.708631038666,0.781162202358,-0.318849176168,0.649740815163,0.313220441341,-0.745146095753,-0.188543304801,-0.576861560345,-0.10386146605,-0.127936452627,-0.835629343987,-0.097881436348,-0.38816305995,0.222196042538,0.094737380743,0.374731242657,-0.00936782732606,-0.217739671469,-0.220323801041,0.149261713028,0.0143115641549,-0.0502684041858,0.145955145359,0.637859523296,-0.813560009003,0.457138061523,0.0444591678679
648,14.0,12.0,3.0,,,12.0,31.0,8.0,2,1.0,,4.0,,,67.0,3.0,1.0,8.0,72.0,8.0,10.0,,2.0,,,,,18.0,,1.0,,,,,,,-1.36551880836,-0.168059825897,-0.178015053272,-0.465291559696,-0.37404024601,-0.898070633411,-0.0369905605912,-0.21512465179,0.320377916098,0.13096947968,-0.181004092097,0.411529898643,-0.363128632307,-0.937651991844,0.595932841301,0.244470089674,-0.174327686429,-0.237624362111,0.234878718853,-0.447924107313,-0.0398783944547,0.607652366161,0.256412774324,0.66592746973,0.800948381424,-0.573800086975,0.825793743134,0.297395080328,-0.951088905334,-0.299880117178,-0.666698336601,-0.02197923325,-0.0917510092258,-0.95362919569,-0.225151181221,-0.410675048828,0.237345546484,0.103581443429,0.455625385046,-0.279696971178,-0.2353964746,-0.203094556928,0.159935459495,0.134373471141,-0.291261911392,0.0926986411214,0.582895040512,-0.732566893101,0.400671035051,0.193647578359
604,3.0,3.0,2.0,,5.0,21.0,26.0,6.0,2,10.0,1.0,,,,10.0,,,3.0,17.0,1.0,22.0,1.0,3.0,,,2.0,,,,,,,,,,,-1.40436518192,0.373418569565,-0.233633413911,-0.464452385902,-0.368610501289,-1.24108612537,-0.390413194895,-0.17390280962,1.0500305891,0.193220332265,-0.204086855054,0.391919434071,-0.303152769804,-1.52545428276,1.12071323395,0.350350320339,-0.610528111458,-0.595566928387,0.305405378342,-0.836603999138,0.35699853301,0.748947322369,0.321989625692,0.885192811489,1.21693837643,0.293588519096,0.929409742355,0.720080077648,-0.19949400425,-0.167860150337,-0.688953697681,-0.215553104877,-0.320369571447,-0.574122130871,-0.0504603907466,-0.00528682768345,0.391169667244,-0.188981175423,0.679420232773,0.198799058795,-0.487882375717,-0.241238340735,0.703965365887,0.245804443955,-0.0137440273538,0.0696156620979,0.757459759712,-1.20244598389,0.742026984692,-0.316122710705
440,3.0,6.0,3.0,,,14.0,25.0,,0,,4.0,2.0,,,32.0,3.0,1.0,7.0,28.0,12.0,14.0,,1.0,,3.0,7.0,,,,,1.0,,,,,,-1.32501018047,0.0452551953495,-0.188990741968,-0.495465964079,-0.380107939243,-0.999994516373,-0.0648395717144,-0.258022606373,0.453467905521,0.099863179028,-0.112639918923,0.307804137468,-0.209847852588,-1.12165892124,0.73644888401,0.15969671309,-0.385964363813,-0.415071994066,0.199095726013,-0.424738407135,0.0525882095098,0.59906744957,0.381132811308,0.732960820198,0.954588532448,-0.163982704282,0.635373592377,0.390010327101,-0.718120396137,-0.283152908087,-0.640674114227,-0.0485990680754,-0.076650314033,-0.654254555702,-0.256248176098,-0.320223152637,0.323609054089,-0.0260063521564,0.532266378403,-0.201148152351,-0.282178133726,-0.20617133379,0.366942614317,0.167156711221,-0.175317049026,-0.0222500599921,0.587460041046,-0.931902229786,0.476935684681,0.0765767768025
1088,30.0,9.0,22.0,,,27.0,38.0,6.0,1,3.0,3.0,16.0,1.0,,25.0,26.0,,11.0,59.0,1.0,47.0,,,,,3.0,1.0,2.0,,,1.0,,,,,,-1.36348950863,0.270457386971,-0.159384727478,-0.427004128695,-0.28277823329,-1.13216638565,-0.366895228624,-0.297330617905,0.867708146572,0.0706570595503,-0.0942768827081,0.446555793285,-0.372192502022,-1.37733995914,0.8499391675,0.131950289011,-0.63239389658,-0.478980571032,0.216999545693,-0.740382790565,0.313328742981,0.51941627264,0.409891456366,0.853650867939,1.07325470448,0.196978732944,0.728783667088,0.710604071617,-0.341495633125,-0.0439948476851,-0.524510443211,-0.0821019038558,-0.349768012762,-0.497882843018,-0.247003301978,-0.116507560015,0.311768054962,-0.296716362238,0.619195640087,-0.0163527838886,-0.309324771166,-0.424861371517,0.535972476006,0.27448657155,-0.0217324607074,0.0618269108236,0.785466492176,-1.0949805975,0.694499015808,-0.334727853537
103,,1.0,2.0,,1.0,4.0,3.0,3.0,2,1.0,3.0,4.0,,,5.0,,,,22.0,1.0,4.0,,,,2.0,,1.0,,,,,,,,,,-1.01663815975,-0.0336520634592,-0.293560892344,-0.303398609161,-0.243962988257,-0.609548389912,-0.0871449485421,-0.251439481974,0.377579241991,-0.27832108736,-0.0329789370298,0.388056367636,-0.366757124662,-1.04057347775,0.554450511932,0.261412590742,-0.0322095006704,-0.202446326613,-0.0326539501548,-0.272060871124,0.451438307762,0.470496475697,0.377956151962,0.729222238064,0.703506052494,-0.245198145509,0.447879165411,0.255524992943,-0.741669535637,-0.136517256498,-0.565166831017,0.0159708093852,-0.00350592797622,-0.64046305418,0.0446147732437,-0.196920290589,0.2022036165,-0.0331801325083,0.336662232876,0.00250710034743,-0.172532901168,-0.191721737385,0.441726028919,0.0679614841938,0.0225801169872,0.102306894958,0.606453359127,-1.01921665668,0.517385303974,-0.0297548789531
570,12.0,13.0,3.0,,,22.0,13.0,8.0,2,6.0,2.0,,6.0,2.0,31.0,,,15.0,15.0,16.0,28.0,,,,,9.0,,36.0,,,,,,,,,-1.23342049122,0.232253178954,-0.178220137954,-0.452000826597,-0.45514690876,-0.876879572868,-0.346635252237,-0.105976231396,0.879929423332,-0.243092283607,-0.137556612492,0.150610119104,-0.319624841213,-1.38621497154,0.682303369045,0.193992346525,-0.378826886415,-0.557927250862,0.3281031847,-0.53575772047,0.150638893247,0.453415572643,0.076070792973,0.651081502438,1.00390136242,0.270102590322,0.625027835369,0.508272945881,-0.234974399209,-0.126444026828,-0.759641289711,-0.187200695276,-0.0417319796979,-0.385800004005,-0.395461440086,-0.255989670753,0.248220264912,-0.197600543499,0.580869317055,-0.313532441854,-0.208670988679,-0.424575388432,0.743901848793,0.422715723515,0.0217532906681,-0.297590792179,0.778867721558,-1.01871395111,0.464785456657,-0.224322989583
715,5.0,1.0,5.0,,3.0,9.0,5.0,7.0,3,,4.0,,,,15.0,,,7.0,34.0,5.0,15.0,,5.0,,,,,,,,,,,1.0,,,-1.13516747952,0.117857649922,-0.162690892816,-0.349293649197,-0.332000821829,-0.701232850552,-0.113512896001,-0.221110746264,0.523911237717,-0.184069052339,-0.0881306827068,0.227972909808,-0.14132411778,-1.05931246281,0.612567961216,0.302418857813,-0.136227473617,-0.384379446507,0.152156785131,-0.271387606859,0.0686353072524,0.599480330944,0.23275642097,0.551926553249,0.875069200993,0.09802236408,0.494069874287,0.155814617872,-0.524701714516,-0.136812359095,-0.670146584511,-0.113972947001,-0.0442279949784,-0.514331758022,-0.124343693256,-0.279780209064,0.077447488904,0.0950917229056,0.387497395277,-0.0470136329532,-0.194760277867,-0.235705286264,0.466015577316,0.154743373394,-0.00431659445167,-0.0439933910966,0.680811107159,-0.95915299654,0.505250871181,-0.0520216524601
333,13.0,2.0,10.0,1.0,,28.0,39.0,9.0,1,10.0,6.0,2.0,1.0,1.0,64.0,3.0,,5.0,40.0,7.0,31.0,,2.0,,1.0,2.0,,,,,,,,,,,-1.11048579216,0.105566442013,-0.174262195826,-0.523277342319,-0.157801061869,-1.1529738903,-0.0635822191834,-0.331310123205,0.59846842289,0.324046343565,-0.0146349873394,0.464399337769,-0.413774818182,-1.14661240578,0.887408256531,0.114164449275,-0.2700124681,-0.266984701157,0.0373383611441,-0.669118523598,0.256190896034,0.558246970177,0.50090867281,0.898427963257,0.803606510162,-0.139516368508,0.666827917099,0.805214464664,-0.58372849226,-0.194342061877,-0.385946810246,-0.1757876724,-0.300292760134,-0.826334953308,-0.0445476770401,-0.187433570623,0.427248001099,-0.142155781388,0.478148013353,0.23546294868,-0.323538690805,-0.0765852406621,0.276274204254,-0.0613857544959,0.0296274889261,0.0810706317425,0.551343500614,-1.12153220177,0.65227329731,-0.138136595488
1071,7.0,6.0,20.0,,3.0,9.0,14.0,8.0,1,2.0,1.0,8.0,1.0,3.0,48.0,3.0,,2.0,39.0,8.0,35.0,1.0,,,,6.0,,,,,,,,,,,-1.28921580315,0.160023346543,-0.138338789344,-0.392055094242,-0.405512690544,-0.82079821825,-0.191776499152,-0.2455329597,0.598405957222,-0.278128087521,0.00351240602322,0.18352676928,-0.170880883932,-1.10297441483,0.626970827579,0.272708445787,-0.246766358614,-0.369338363409,0.156893491745,-0.327283471823,0.158030867577,0.599737465382,0.307092040777,0.6530995965,0.97403138876,0.147526875138,0.522650003433,0.144030809402,-0.521879971027,-0.125874847174,-0.730224072933,-0.079575419426,-0.0281049348414,-0.365616321564,-0.156580418348,-0.273501694202,0.0843374654651,0.0183283388615,0.432231605053,-0.161848247051,-0.272133976221,-0.372243702412,0.533080220222,0.353804141283,0.0748622938991,-0.091075219214,0.811003029346,-0.989416778088,0.473665118217,-0.144956618547
