w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50
-0.898062884808,0.223672136664,-0.00881935469806,-0.252596765757,-0.271505743265,-0.910521328449,-0.11025274545,-0.174809366465,0.218537345529,0.130079954863,-0.129598423839,0.621441721916,-0.209576144814,-0.743225574493,0.537636399269,0.0676192715764,0.175422355533,-0.0163572542369,0.0770107880235,-0.665563702583,0.164519667625,0.511678636074,0.304787039757,0.380732446909,0.555896699429,-0.417390495539,0.526213407516,0.839417397976,-0.534521818161,-0.0680698007345,-0.0680359750986,-0.0254210084677,0.197269618511,-0.553996443748,0.0253990683705,-0.223643183708,-0.0336475297809,0.187934204936,0.463697701693,-0.0917654633522,-0.678076565266,0.0470151267946,0.625139772892,0.258426368237,-0.120075680315,0.0699241608381,0.208073109388,-0.470698714256,0.412619322538,-0.509927272797
-0.821684777737,0.108352914453,0.0266658887267,-0.240384846926,-0.135657966137,-0.709542512894,-0.0239617675543,-0.221439868212,-0.0201138500124,0.219990178943,-0.14363746345,0.566906869411,-0.0868572816253,-0.602276861668,0.469944804907,-0.0250326562673,0.126759722829,0.00841959472746,-0.11424588412,-0.56416529417,0.107823416591,0.397616356611,0.499354332685,0.393072396517,0.460484683514,-0.567568063736,0.4038823843,0.751647233963,-0.58531421423,-0.094400562346,-0.0194980911911,-0.0138208102435,0.193927198648,-0.549723088741,-0.027424743399,-0.257229298353,0.132876262069,0.139085382223,0.372610747814,-0.041084099561,-0.599073946476,0.182021796703,0.386875033379,0.129548966885,-0.235049679875,0.0581900365651,0.0938348546624,-0.40709322691,0.395655304193,-0.295038312674
-1.02871930599,-0.0289138965309,-0.0153474994004,-0.246038258076,-0.211192682385,-0.872449815273,-0.0714972391725,-0.253054529428,-0.0508446954191,0.116894215345,-0.134786039591,0.533785045147,-0.117351554334,-0.551480710506,0.478434473276,0.0221636258066,0.12214666605,0.0149324778467,0.241351142526,-0.376962512732,-0.129952907562,0.550702154636,0.367629140615,0.392953813076,0.557638525963,-0.430427253246,0.503182649612,0.480037987232,-0.747484862804,-0.138163402677,-0.157733440399,-0.0366798788309,0.192874655128,-0.766886234283,-0.0872076228261,-0.476615726948,0.0062690502964,0.231719627976,0.428365528584,-0.236759379506,-0.500993669033,-0.00177418452222,0.461499482393,0.0878830179572,-0.369730263948,0.137512505054,0.323350548744,-0.328835994005,0.421276271343,-0.214318454266
-0.948431253433,0.112627521157,-0.0398558825254,-0.224191650748,-0.241445824504,-0.846978485584,-0.0792402550578,-0.178968340158,0.147134929895,0.101098246872,-0.159959629178,0.605471014977,-0.203080192208,-0.706099629402,0.567230641842,0.104612179101,0.153527125716,-0.0711457952857,0.123214453459,-0.540159106255,0.0734908133745,0.554706990719,0.326197654009,0.405636548996,0.5543602705,-0.408209979534,0.524457931519,0.646345317364,-0.57577341795,-0.0984027460217,-0.134102299809,-0.0102432044223,0.152894288301,-0.640995383263,0.00265800231136,-0.258622765541,-0.0275884140283,0.18926051259,0.503480911255,-0.130463376641,-0.55055052042,0.0330278538167,0.488740414381,0.107979819179,-0.241011947393,0.159177109599,0.254192501307,-0.40981516242,0.454267561436,-0.365573078394
-1.04041671753,-0.0287111699581,-0.0154142593965,-0.249676138163,-0.211035877466,-0.887963294983,-0.073100939393,-0.252404391766,-0.045848492533,0.123431228101,-0.136030584574,0.541897118092,-0.120706439018,-0.558055758476,0.490525871515,0.0323750972748,0.120804347098,0.00785654969513,0.254739373922,-0.377981513739,-0.14177249372,0.563373208046,0.362862884998,0.398191094398,0.561656057835,-0.418337255716,0.5100928545,0.478722959757,-0.757165014744,-0.139616638422,-0.158595785499,-0.0392918400466,0.191361889243,-0.788369417191,-0.0889030769467,-0.488639563322,0.00477159116417,0.238407701254,0.434114396572,-0.231722205877,-0.501717865467,0.000799381406978,0.465836286545,0.0804214626551,-0.3712284863,0.146432667971,0.329605221748,-0.334301948547,0.438444465399,-0.213827088475
-0.738251328468,0.121364578605,-0.00915581081063,-0.279257446527,-0.169088453054,-0.594857037067,-0.0739500671625,-0.268634796143,0.0706928595901,0.0368175916374,-0.245229363441,0.588260173798,-0.21470618248,-0.846371948719,0.314704716206,-0.1176154688,0.0899150818586,-0.039253603667,-0.0147743569687,-0.54580104351,0.267122268677,0.234401345253,0.504784524441,0.36672654748,0.334111720324,-0.580072462559,0.320701211691,0.84686768055,-0.557363688946,0.0112835513428,0.00598081946373,0.0183747000992,0.149002581835,-0.497680544853,-0.214451923966,-0.355156987906,0.143049538136,0.0693159773946,0.413450270891,-0.202590316534,-0.387547552586,0.0238599665463,0.501016020775,0.170799776912,-0.216031208634,-0.162646189332,0.0564299188554,-0.513549029827,0.362619698048,-0.362115621567
-0.842115283012,0.117767676711,-0.0250319447368,-0.294575750828,-0.192611917853,-0.621926486492,-0.132287025452,-0.230187639594,0.15184853971,0.0229279194027,-0.317272037268,0.703366816044,-0.27733039856,-0.928476035595,0.38725066185,-0.0683920755982,0.00531038967893,-0.108543246984,0.0555777773261,-0.590463995934,0.269882977009,0.245472162962,0.412562131882,0.343118995428,0.442903369665,-0.488787144423,0.39840093255,0.798162341118,-0.502869188786,0.0327800400555,0.0452612452209,0.0908061861992,0.0812699645758,-0.543531417847,-0.244285717607,-0.342746645212,0.122347488999,-0.0352226234972,0.522741496563,-0.15806132555,-0.314803719521,-0.101122505963,0.506448209286,0.183476567268,-0.252995401621,-0.080423720181,0.0867159441113,-0.471902817488,0.466584354639,-0.46989262104
-0.865767836571,0.285812735558,0.0335428118706,-0.343046039343,-0.177161350846,-0.823740243912,-0.11840301007,-0.239660933614,0.221811801195,0.234667271376,-0.204738810658,0.63725066185,-0.180187627673,-0.895727932453,0.541908442974,-0.131249427795,-0.0375138781965,-0.0711598470807,0.00914883147925,-0.82675331831,0.151597380638,0.343626409769,0.370662510395,0.394770354033,0.548332154751,-0.457291454077,0.378653138876,1.09553003311,-0.480772465467,-0.0751542374492,0.046660669148,-0.00471212388948,0.190753370523,-0.50573348999,-0.285487473011,-0.271654695272,0.176769822836,0.00274888193235,0.560980141163,-0.104371614754,-0.496144741774,0.0864888206124,0.563401281834,0.20528960228,-0.231737017632,-0.144555434585,-0.0165450572968,-0.503673255444,0.41630345583,-0.540620625019
-0.997715890408,0.251311600208,-0.0440157130361,-0.230639442801,-0.30918687582,-0.931646406651,-0.168849185109,-0.186114311218,0.332191497087,0.059356469661,-0.199031025171,0.681780338287,-0.258606135845,-0.861841499805,0.644108653069,0.051654599607,0.107723839581,-0.0538245067,0.201216384768,-0.675091564655,0.222633123398,0.547159552574,0.270155102015,0.358805209398,0.621553421021,-0.320759505033,0.554129779339,0.874917984009,-0.386654794216,0.0133156944066,-0.108606994152,-0.0126295341179,0.124821096659,-0.571575284004,-0.0520383417606,-0.202699065208,-0.0485286749899,0.0988494977355,0.647831976414,-0.150568321347,-0.576962709427,-0.0482721552253,0.592125177383,0.153935015202,-0.186651945114,0.0735983625054,0.189933896065,-0.476001679897,0.48382589221,-0.608412325382
-0.81771594286,0.0858184695244,0.0256676357239,-0.258833706379,-0.15994553268,-0.766285061836,-0.0653109624982,-0.160164222121,0.0356994569302,0.166552320123,-0.0974696576595,0.579580008984,-0.17119166255,-0.598941743374,0.501232206821,0.0288574192673,0.196836575866,0.0234515946358,-0.098342590034,-0.541505217552,0.191041082144,0.402876853943,0.464813113213,0.47771435976,0.429654806852,-0.560788691044,0.398422330618,0.736610293388,-0.577762544155,-0.0585193485022,-0.0151364626363,-0.0291663706303,0.176820993423,-0.56024235487,0.081264577806,-0.253087639809,0.0832024514675,0.125697642565,0.366417557001,0.032275788486,-0.646628201008,0.153580546379,0.414511978626,0.155328437686,-0.196088641882,0.149296820164,0.164110824466,-0.378861457109,0.420230776072,-0.332089722157
